标本ID,日期,星期,采集时间,采集时段,来源科室/采血点,患者类型,标本类型,检验专业组,检验项目数,签收时间,前处理开始,前处理完成,前处理状态,前处理报错类型,前处理耗时_分钟,上机时间,报告时间,TAT_分钟,目标TAT_分钟,是否超时,前处理工位,仪器编号,操作人
S0805-00512,2026-08-05,周三,15:08,14-17,门诊采血中心,门诊,血清,血液,3,15:20,15:23,15:30,正常,,7,15:33,15:59,51,120,否,前处理-B线,HEM-02,OP-103
S0805-00513,2026-08-05,周三,16:57,14-17,门诊采血中心,门诊,血清,生化,12,17:13,17:14,17:24,正常,,10,17:27,18:06,69,120,否,前处理-手工台,MICRO-01,OP-101
S0805-00514,2026-08-05,周三,08:19,07-10 早高峰,内分泌科病区,住院,血清,生化,8,08:51,08:53,09:14,正常,,21,09:17,09:41,82,120,否,前处理-B线,IMM-01,OP-108
S0805-00515,2026-08-05,周三,16:20,14-17,儿科门诊采血窗口,门诊,尿液,血液,3,16:29,16:31,16:50,报错,样本量不足,19,16:57,17:50,90,120,否,前处理-A线,MICRO-01,OP-101
S0805-00516,2026-08-05,周三,07:36,07-10 早高峰,门诊采血中心,门诊,血清,生化,14,07:54,07:59,08:18,正常,,19,08:23,09:15,99,120,否,前处理-B线,COAG-01,OP-105
S0805-00517,2026-08-05,周三,09:36,07-10 早高峰,儿科门诊采血窗口,门诊,血清,生化,1,09:44,09:46,10:22,报错,样本量不足,36,10:28,10:50,74,120,否,前处理-A线,IMM-02,OP-103
S0805-00518,2026-08-05,周三,14:52,14-17,儿科门诊采血窗口,门诊,全血,生化,15,15:05,15:11,15:19,正常,,8,15:21,15:46,54,120,否,前处理-A线,BIO-01,OP-107
S0805-00519,2026-08-05,周三,07:16,07-10 早高峰,门诊采血中心,门诊,尿液,生化,7,07:33,07:35,07:51,正常,,16,07:58,08:37,81,120,否,前处理-手工台,HEM-01,OP-108
S0805-00520,2026-08-05,周三,15:09,14-17,心内科病区,住院,血浆,血液,2,15:37,15:39,15:43,正常,,4,15:48,16:41,92,120,否,前处理-A线,MICRO-01,OP-101
S0805-00521,2026-08-05,周三,14:09,14-17,ICU,住院,血清,血液,1,15:01,15:03,15:13,正常,,10,15:17,16:01,112,90,是,前处理-手工台,HEM-01,OP-106
S0805-00522,2026-08-05,周三,08:15,07-10 早高峰,门诊采血中心,门诊,全血,生化,15,08:28,08:32,08:57,正常,,25,09:02,09:39,84,120,否,前处理-A线,COAG-01,OP-103
S0805-00523,2026-08-05,周三,17:36,17-20,肾内科病区,住院,血浆,血液,3,18:03,18:07,18:17,正常,,10,18:19,18:41,65,120,否,前处理-B线,HEM-01,OP-105
S0805-00524,2026-08-05,周三,11:36,10-12,儿科门诊采血窗口,门诊,血清,生化,9,11:46,11:51,12:01,正常,,10,12:08,12:41,65,120,否,前处理-A线,BIO-02,OP-108
S0805-00525,2026-08-05,周三,10:09,10-12,消化科病区,住院,血清,生化,17,10:44,10:48,10:53,正常,,5,11:00,11:34,85,120,否,前处理-A线,IMM-02,OP-107
S0805-00526,2026-08-05,周三,07:14,07-10 早高峰,呼吸科病区,住院,血浆,生化,11,07:48,07:52,08:19,正常,,27,08:24,09:18,124,120,是,前处理-B线,HEM-02,OP-103
S0805-00527,2026-08-05,周三,19:14,17-20,门诊采血中心,门诊,血清,微生物,2,19:39,19:44,19:51,正常,,7,19:57,22:44,210,120,是,前处理-B线,MICRO-01,OP-106
S0805-00528,2026-08-05,周三,11:55,10-12,门诊采血中心,门诊,全血,血液,3,12:14,12:17,12:21,正常,,4,12:27,13:05,70,120,否,前处理-手工台,IMM-02,OP-103
S0805-00529,2026-08-05,周三,07:01,07-10 早高峰,儿科门诊采血窗口,门诊,全血,微生物,5,07:13,07:16,07:32,正常,,16,07:34,10:24,203,120,是,前处理-B线,IMM-01,OP-103
S0805-00530,2026-08-05,周三,16:33,14-17,门诊采血中心,门诊,血清,血液,3,16:52,16:55,17:03,正常,,8,17:10,17:41,68,120,否,前处理-A线,COAG-01,OP-101
S0805-00531,2026-08-05,周三,09:21,07-10 早高峰,ICU,住院,血清,生化,11,10:13,10:15,10:42,正常,,27,10:46,11:35,134,90,是,前处理-A线,COAG-01,OP-105
S0805-00532,2026-08-05,周三,09:36,07-10 早高峰,ICU,住院,其他,血液,4,10:20,10:26,10:48,正常,,22,10:51,11:39,123,90,是,前处理-A线,HEM-02,OP-105
S0805-00533,2026-08-05,周三,08:39,07-10 早高峰,门诊采血中心,门诊,血清,凝血,6,09:04,09:10,09:26,正常,,16,09:31,10:23,104,120,否,前处理-手工台,BIO-01,OP-101
S0805-00534,2026-08-05,周三,16:25,14-17,心内科病区,住院,血清,生化,17,16:57,16:58,17:04,正常,,6,17:06,17:39,74,120,否,前处理-A线,HEM-01,OP-105
S0805-00535,2026-08-05,周三,07:18,07-10 早高峰,肾内科病区,住院,全血,生化,7,07:38,07:44,07:58,正常,,14,08:05,08:48,90,120,否,前处理-手工台,BIO-01,OP-101
S0805-00536,2026-08-05,周三,12:59,12-14,心内科病区,住院,血清,生化,7,13:36,13:37,13:45,正常,,8,13:50,14:23,84,120,否,前处理-手工台,BIO-02,OP-103
S0805-00537,2026-08-05,周三,15:40,14-17,儿科门诊采血窗口,门诊,全血,免疫,7,16:00,16:01,16:07,正常,,6,16:11,16:36,56,120,否,前处理-手工台,MICRO-01,OP-107
S0805-00538,2026-08-05,周三,10:31,10-12,心内科病区,住院,血清,免疫,15,11:26,11:31,11:36,正常,,5,11:40,12:05,94,120,否,前处理-手工台,BIO-01,OP-104
S0805-00539,2026-08-05,周三,15:32,14-17,门诊采血中心,门诊,尿液,免疫,1,15:57,16:03,16:07,正常,,4,16:14,17:07,95,120,否,前处理-B线,HEM-01,OP-105
S0805-00540,2026-08-05,周三,15:14,14-17,心内科病区,住院,全血,免疫,16,16:09,16:13,16:17,正常,,4,16:22,17:02,108,120,否,前处理-A线,IMM-02,OP-108
S0805-00541,2026-08-05,周三,09:59,07-10 早高峰,门诊采血中心,门诊,血清,免疫,3,10:22,10:23,10:46,正常,,23,10:53,11:40,101,120,否,前处理-手工台,HEM-01,OP-102
S0805-00542,2026-08-05,周三,09:33,07-10 早高峰,门诊采血中心,门诊,血清,生化,2,09:44,09:50,10:31,报错,样本凝集,41,10:35,11:20,107,120,否,前处理-A线,MICRO-01,OP-104
S0805-00543,2026-08-05,周三,07:00,07-10 早高峰,门诊采血中心,门诊,血浆,血液,3,07:25,07:27,07:51,正常,,24,07:55,08:44,104,120,否,前处理-手工台,BIO-02,OP-103
S0805-00544,2026-08-05,周三,15:41,14-17,门诊采血中心,门诊,血浆,凝血,4,16:00,16:01,16:07,正常,,6,16:15,16:59,78,120,否,前处理-手工台,IMM-01,OP-106
S0805-00545,2026-08-05,周三,10:28,10-12,心内科病区,住院,全血,免疫,12,11:20,11:22,11:32,正常,,10,11:39,12:05,97,120,否,前处理-A线,COAG-01,OP-108
S0805-00546,2026-08-05,周三,17:28,17-20,儿科门诊采血窗口,门诊,血清,血液,2,17:37,17:40,17:50,正常,,10,17:54,18:40,72,120,否,前处理-手工台,HEM-01,OP-103
S0805-00547,2026-08-05,周三,07:20,07-10 早高峰,门诊采血中心,门诊,血清,血液,1,07:41,07:47,08:15,正常,,28,08:20,08:49,89,120,否,前处理-手工台,MICRO-01,OP-102
S0805-00548,2026-08-05,周三,12:50,12-14,消化科病区,住院,全血,免疫,13,13:10,13:15,13:22,正常,,7,13:29,13:54,64,120,否,前处理-手工台,BIO-01,OP-102
S0805-00549,2026-08-05,周三,09:12,07-10 早高峰,呼吸科病区,住院,血浆,凝血,4,10:03,10:04,10:33,正常,,29,10:41,11:31,139,120,是,前处理-A线,BIO-02,OP-106
S0805-00550,2026-08-05,周三,13:26,12-14,肾内科病区,住院,全血,血液,4,14:19,14:25,14:30,正常,,5,14:35,15:27,121,120,是,前处理-B线,BIO-01,OP-107
S0805-00551,2026-08-05,周三,07:04,07-10 早高峰,心内科病区,住院,血浆,血液,4,07:59,08:00,08:21,正常,,21,08:24,09:13,129,120,是,前处理-B线,HEM-01,OP-104
S0805-00552,2026-08-05,周三,19:42,17-20,门诊采血中心,门诊,血清,生化,12,20:05,20:09,20:13,正常,,4,20:19,20:50,68,120,否,前处理-A线,COAG-01,OP-101
S0805-00553,2026-08-05,周三,09:20,07-10 早高峰,儿科门诊采血窗口,门诊,全血,免疫,9,09:37,09:40,10:07,正常,,27,10:10,10:33,73,120,否,前处理-B线,COAG-01,OP-108
S0805-00554,2026-08-05,周三,14:33,14-17,儿科门诊采血窗口,门诊,血清,生化,10,14:52,14:55,15:04,正常,,9,15:10,15:49,76,120,否,前处理-A线,BIO-02,OP-108
S0805-00555,2026-08-05,周三,08:01,07-10 早高峰,体检中心,体检,血浆,免疫,3,08:10,08:15,08:42,正常,,27,08:44,09:19,78,240,否,前处理-B线,HEM-01,OP-105
S0805-00556,2026-08-05,周三,10:30,10-12,内分泌科病区,住院,其他,免疫,16,11:19,11:25,11:31,正常,,6,11:39,12:03,93,120,否,前处理-B线,HEM-02,OP-108
S0805-00557,2026-08-05,周三,13:43,12-14,急诊采血,急诊,血清,生化,5,14:08,14:13,14:23,正常,,10,14:26,14:59,76,60,是,前处理-手工台,BIO-01,OP-103
S0805-00558,2026-08-05,周三,10:22,10-12,体检中心,体检,其他,生化,15,10:33,10:39,10:44,正常,,5,10:46,11:18,56,240,否,前处理-手工台,BIO-02,OP-108
S0805-00559,2026-08-05,周三,16:34,14-17,儿科门诊采血窗口,门诊,血清,生化,7,16:47,16:50,16:56,正常,,6,16:58,17:33,59,120,否,前处理-手工台,COAG-01,OP-102
S0805-00560,2026-08-05,周三,11:25,10-12,肾内科病区,住院,血清,生化,10,12:00,12:03,12:10,正常,,7,12:17,12:45,80,120,否,前处理-手工台,BIO-01,OP-102
S0805-00561,2026-08-05,周三,07:37,07-10 早高峰,呼吸科病区,住院,全血,血液,5,08:28,08:29,08:54,正常,,25,08:59,09:29,112,120,否,前处理-手工台,BIO-02,OP-106
S0805-00562,2026-08-05,周三,08:35,07-10 早高峰,体检中心,体检,其他,生化,10,08:52,08:53,09:21,正常,,28,09:26,09:56,81,240,否,前处理-手工台,BIO-02,OP-107
S0805-00563,2026-08-05,周三,07:27,07-10 早高峰,门诊采血中心,门诊,血清,免疫,17,07:49,07:50,08:19,正常,,29,08:21,08:43,76,120,否,前处理-B线,HEM-02,OP-107
S0805-00564,2026-08-05,周三,09:36,07-10 早高峰,呼吸科病区,住院,血浆,生化,9,10:21,10:25,10:41,正常,,16,10:43,11:09,93,120,否,前处理-B线,BIO-02,OP-101
S0805-00565,2026-08-05,周三,16:21,14-17,门诊采血中心,门诊,血清,生化,12,16:42,16:46,17:07,报错,条码识别失败,21,17:15,17:39,78,120,否,前处理-手工台,MICRO-01,OP-107
S0805-00566,2026-08-05,周三,15:04,14-17,心内科病区,住院,血清,免疫,11,15:36,15:39,15:46,正常,,7,15:53,16:21,77,120,否,前处理-B线,BIO-02,OP-105
S0805-00567,2026-08-05,周三,09:59,07-10 早高峰,呼吸科病区,住院,血清,生化,6,10:19,10:24,10:44,正常,,20,10:49,11:27,88,120,否,前处理-A线,HEM-02,OP-102
S0805-00568,2026-08-05,周三,09:24,07-10 早高峰,急诊采血,急诊,血清,生化,2,09:38,09:40,09:58,正常,,18,10:06,10:38,74,60,是,前处理-手工台,HEM-02,OP-101
S0805-00569,2026-08-05,周三,17:29,17-20,体检中心,体检,血清,免疫,10,17:52,17:57,18:07,正常,,10,18:11,18:31,62,240,否,前处理-A线,BIO-02,OP-102
S0805-00570,2026-08-05,周三,08:12,07-10 早高峰,门诊采血中心,门诊,血清,微生物,5,08:36,08:38,08:52,正常,,14,08:58,13:35,323,120,是,前处理-手工台,HEM-02,OP-102
S0805-00571,2026-08-05,周三,09:19,07-10 早高峰,急诊采血,急诊,血清,生化,4,09:39,09:45,10:05,正常,,20,10:12,10:40,81,60,是,前处理-B线,IMM-02,OP-105
S0805-00572,2026-08-05,周三,07:54,07-10 早高峰,门诊采血中心,门诊,血清,免疫,2,08:18,08:22,08:41,正常,,19,08:46,09:34,100,120,否,前处理-A线,BIO-02,OP-101
S0805-00573,2026-08-05,周三,15:08,14-17,体检中心,体检,血清,生化,5,15:30,15:36,15:43,正常,,7,15:46,16:39,91,240,否,前处理-A线,IMM-02,OP-102
S0805-00574,2026-08-05,周三,09:47,07-10 早高峰,消化科病区,住院,血清,凝血,3,10:38,10:39,11:01,正常,,22,11:09,11:50,123,120,是,前处理-A线,IMM-02,OP-105
S0805-00575,2026-08-05,周三,10:12,10-12,消化科病区,住院,血清,血液,2,11:05,11:06,11:11,正常,,5,11:15,11:37,85,120,否,前处理-A线,MICRO-01,OP-105
S0805-00576,2026-08-05,周三,08:00,07-10 早高峰,儿科门诊采血窗口,门诊,血清,血液,4,08:15,08:21,08:46,正常,,25,08:50,09:15,75,120,否,前处理-B线,IMM-02,OP-106
S0805-00577,2026-08-05,周三,08:02,07-10 早高峰,儿科门诊采血窗口,门诊,全血,生化,11,08:16,08:20,08:46,正常,,26,08:49,09:33,91,120,否,前处理-A线,BIO-01,OP-104
S0805-00578,2026-08-05,周三,18:02,17-20,ICU,住院,全血,免疫,12,18:26,18:30,18:34,正常,,4,18:38,19:06,64,90,否,前处理-B线,COAG-01,OP-102
S0805-00579,2026-08-05,周三,08:47,07-10 早高峰,门诊采血中心,门诊,全血,生化,8,09:01,09:06,09:35,正常,,29,09:40,10:16,89,120,否,前处理-手工台,MICRO-01,OP-108
S0805-00580,2026-08-05,周三,15:44,14-17,儿科门诊采血窗口,门诊,尿液,生化,11,15:53,15:57,16:04,正常,,7,16:09,17:01,77,120,否,前处理-手工台,COAG-01,OP-106
S0805-00581,2026-08-05,周三,18:11,17-20,心内科病区,住院,血清,生化,13,18:55,18:59,19:09,正常,,10,19:13,19:54,103,120,否,前处理-B线,HEM-02,OP-105
S0805-00582,2026-08-05,周三,08:29,07-10 早高峰,儿科门诊采血窗口,门诊,血浆,免疫,8,08:54,08:59,09:43,报错,条码识别失败,44,09:45,10:06,97,120,否,前处理-A线,COAG-01,OP-103
S0805-00583,2026-08-05,周三,09:49,07-10 早高峰,消化科病区,住院,血清,免疫,7,10:29,10:30,10:52,正常,,22,10:58,11:19,90,120,否,前处理-B线,HEM-01,OP-101
S0805-00584,2026-08-05,周三,10:00,10-12,门诊采血中心,门诊,血浆,生化,9,10:11,10:15,10:21,正常,,6,10:27,10:58,58,120,否,前处理-手工台,IMM-01,OP-106
S0805-00585,2026-08-05,周三,12:56,12-14,门诊采血中心,门诊,全血,血液,6,13:12,13:18,13:22,正常,,4,13:24,14:14,78,120,否,前处理-B线,BIO-02,OP-101
S0805-00586,2026-08-05,周三,11:52,10-12,ICU,住院,血清,血液,3,12:17,12:20,12:28,正常,,8,12:31,12:57,65,90,否,前处理-B线,BIO-02,OP-102
S0805-00587,2026-08-05,周三,09:36,07-10 早高峰,呼吸科病区,住院,血清,凝血,1,09:57,09:59,10:27,正常,,28,10:32,10:57,81,120,否,前处理-手工台,MICRO-01,OP-108
S0805-00588,2026-08-05,周三,11:20,10-12,门诊采血中心,门诊,血清,生化,16,11:29,11:35,11:43,正常,,8,11:48,12:22,62,120,否,前处理-A线,BIO-01,OP-104
S0805-00589,2026-08-05,周三,16:55,14-17,ICU,住院,血清,免疫,13,17:34,17:39,17:45,正常,,6,17:53,18:40,105,90,是,前处理-手工台,HEM-01,OP-106
S0805-00590,2026-08-05,周三,10:07,10-12,消化科病区,住院,全血,免疫,7,10:32,10:36,10:43,正常,,7,10:47,11:14,67,120,否,前处理-手工台,HEM-02,OP-108
S0805-00591,2026-08-05,周三,15:10,14-17,儿科门诊采血窗口,门诊,血清,生化,13,15:18,15:19,15:29,正常,,10,15:32,16:02,52,120,否,前处理-手工台,IMM-02,OP-105
S0805-00592,2026-08-05,周三,11:02,10-12,门诊采血中心,门诊,全血,血液,5,11:26,11:29,11:36,正常,,7,11:43,12:29,87,120,否,前处理-B线,IMM-02,OP-108
S0805-00593,2026-08-05,周三,09:30,07-10 早高峰,门诊采血中心,门诊,全血,免疫,3,09:48,09:54,10:13,正常,,19,10:15,10:54,84,120,否,前处理-手工台,IMM-01,OP-104
S0805-00594,2026-08-05,周三,07:23,07-10 早高峰,急诊采血,急诊,全血,微生物,4,07:36,07:37,08:08,正常,,31,08:10,11:12,229,60,是,前处理-A线,HEM-02,OP-101
S0805-00595,2026-08-05,周三,10:56,10-12,消化科病区,住院,血清,血液,2,11:20,11:21,11:26,正常,,5,11:31,12:05,69,120,否,前处理-A线,BIO-01,OP-107
S0805-00596,2026-08-05,周三,08:52,07-10 早高峰,肾内科病区,住院,血清,血液,5,09:27,09:30,09:49,正常,,19,09:57,10:34,102,120,否,前处理-手工台,COAG-01,OP-101
S0805-00597,2026-08-05,周三,09:42,07-10 早高峰,门诊采血中心,门诊,血清,微生物,3,09:55,09:56,10:14,正常,,18,10:19,14:38,296,120,是,前处理-B线,IMM-01,OP-105
S0805-00598,2026-08-05,周三,09:42,07-10 早高峰,体检中心,体检,全血,免疫,12,10:05,10:10,10:36,正常,,26,10:42,11:02,80,240,否,前处理-手工台,HEM-01,OP-102
S0805-00599,2026-08-05,周三,19:54,17-20,体检中心,体检,血清,生化,12,20:11,20:12,20:18,正常,,6,20:20,20:40,46,240,否,前处理-手工台,IMM-01,OP-104
S0805-00600,2026-08-05,周三,12:01,12-14,内分泌科病区,住院,全血,血液,4,12:24,12:30,12:35,正常,,5,12:42,13:17,76,120,否,前处理-A线,HEM-02,OP-106
S0805-00601,2026-08-05,周三,11:04,10-12,内分泌科病区,住院,全血,血液,2,11:59,12:00,12:06,正常,,6,12:12,12:34,90,120,否,前处理-B线,BIO-02,OP-103
S0805-00602,2026-08-05,周三,13:27,12-14,消化科病区,住院,血浆,生化,5,14:06,14:12,14:22,正常,,10,14:27,15:12,105,120,否,前处理-手工台,BIO-01,OP-108
S0805-00603,2026-08-05,周三,16:23,14-17,门诊采血中心,门诊,全血,免疫,8,16:34,16:39,16:44,正常,,5,16:49,17:16,53,120,否,前处理-A线,HEM-01,OP-106
S0805-00604,2026-08-05,周三,16:54,14-17,体检中心,体检,血清,生化,11,17:04,17:07,17:12,正常,,5,17:20,18:03,69,240,否,前处理-B线,IMM-02,OP-103
S0805-00605,2026-08-05,周三,08:36,07-10 早高峰,ICU,住院,血清,生化,13,09:09,09:14,09:34,正常,,20,09:38,10:08,92,90,是,前处理-手工台,HEM-02,OP-104
S0805-00606,2026-08-05,周三,10:31,10-12,心内科病区,住院,血清,生化,11,10:56,10:57,11:06,正常,,9,11:08,11:40,69,120,否,前处理-A线,COAG-01,OP-108
S0805-00607,2026-08-05,周三,09:38,07-10 早高峰,心内科病区,住院,血清,免疫,10,10:09,10:15,10:29,正常,,14,10:33,11:24,106,120,否,前处理-B线,MICRO-01,OP-103
S0805-00608,2026-08-05,周三,07:14,07-10 早高峰,门诊采血中心,门诊,尿液,生化,4,07:33,07:39,08:01,正常,,22,08:03,08:39,85,120,否,前处理-B线,BIO-01,OP-102
S0805-00609,2026-08-05,周三,07:39,07-10 早高峰,急诊采血,急诊,血清,凝血,4,07:53,07:54,08:12,正常,,18,08:18,09:11,92,60,是,前处理-B线,BIO-02,OP-102
S0805-00610,2026-08-05,周三,08:46,07-10 早高峰,儿科门诊采血窗口,门诊,全血,血液,2,08:56,09:00,09:18,正常,,18,09:21,10:07,81,120,否,前处理-B线,COAG-01,OP-104
S0805-00611,2026-08-05,周三,08:22,07-10 早高峰,门诊采血中心,门诊,血清,生化,9,08:44,08:48,09:03,正常,,15,09:05,09:52,90,120,否,前处理-手工台,BIO-01,OP-105
S0805-00612,2026-08-05,周三,08:27,07-10 早高峰,体检中心,体检,全血,免疫,5,08:52,08:54,09:24,正常,,30,09:27,09:47,80,240,否,前处理-A线,BIO-02,OP-101
S0805-00613,2026-08-05,周三,10:23,10-12,儿科门诊采血窗口,门诊,尿液,生化,6,10:48,10:49,10:55,正常,,6,11:00,11:22,59,120,否,前处理-手工台,HEM-02,OP-107
S0805-00614,2026-08-05,周三,08:03,07-10 早高峰,肾内科病区,住院,血清,生化,5,08:46,08:52,09:22,正常,,30,09:28,09:59,116,120,否,前处理-A线,BIO-01,OP-105
S0805-00615,2026-08-05,周三,12:55,12-14,门诊采血中心,门诊,血清,血液,5,13:13,13:17,13:44,报错,样本量不足,27,13:46,14:14,79,120,否,前处理-手工台,COAG-01,OP-107
S0805-00616,2026-08-05,周三,12:46,12-14,心内科病区,住院,血清,免疫,5,13:24,13:28,13:35,正常,,7,13:42,14:06,80,120,否,前处理-A线,IMM-01,OP-107
S0805-00617,2026-08-05,周三,07:37,07-10 早高峰,内分泌科病区,住院,血清,免疫,17,08:26,08:29,08:51,正常,,22,08:58,09:47,130,120,是,前处理-B线,IMM-01,OP-102
S0805-00618,2026-08-05,周三,11:18,10-12,儿科门诊采血窗口,门诊,全血,凝血,5,11:36,11:40,11:46,正常,,6,11:53,12:28,70,120,否,前处理-手工台,BIO-02,OP-108
S0805-00619,2026-08-05,周三,14:25,14-17,门诊采血中心,门诊,尿液,免疫,6,14:35,14:38,14:43,正常,,5,14:45,15:34,69,120,否,前处理-A线,BIO-02,OP-108
S0805-00620,2026-08-05,周三,12:49,12-14,体检中心,体检,血清,免疫,1,13:04,13:07,13:14,正常,,7,13:17,13:51,62,240,否,前处理-A线,HEM-01,OP-107
S0805-00621,2026-08-05,周三,07:56,07-10 早高峰,心内科病区,住院,血清,生化,3,08:38,08:40,08:53,正常,,13,08:55,09:18,82,120,否,前处理-手工台,BIO-02,OP-102
S0805-00622,2026-08-05,周三,14:26,14-17,门诊采血中心,门诊,血清,血液,2,14:34,14:37,14:41,正常,,4,14:47,15:27,61,120,否,前处理-B线,IMM-01,OP-106
S0805-00623,2026-08-05,周三,17:43,17-20,儿科门诊采血窗口,门诊,血清,微生物,2,17:58,18:03,18:08,正常,,5,18:15,21:54,251,120,是,前处理-手工台,IMM-01,OP-103
S0805-00624,2026-08-05,周三,10:56,10-12,急诊采血,急诊,血清,生化,11,11:17,11:19,11:28,正常,,9,11:35,12:18,82,60,是,前处理-手工台,HEM-02,OP-106
S0805-00625,2026-08-05,周三,15:13,14-17,门诊采血中心,门诊,血浆,凝血,4,15:22,15:23,15:27,正常,,4,15:32,16:17,64,120,否,前处理-手工台,BIO-02,OP-105
S0805-00626,2026-08-05,周三,08:07,07-10 早高峰,呼吸科病区,住院,血清,凝血,3,09:01,09:07,09:32,正常,,25,09:35,10:27,140,120,是,前处理-B线,BIO-01,OP-102
S0805-00627,2026-08-05,周三,08:53,07-10 早高峰,呼吸科病区,住院,血清,生化,10,09:41,09:44,10:09,正常,,25,10:16,11:06,133,120,是,前处理-手工台,BIO-01,OP-102
S0805-00628,2026-08-05,周三,12:07,12-14,呼吸科病区,住院,血清,免疫,16,12:53,12:58,13:05,正常,,7,13:07,13:40,93,120,否,前处理-B线,COAG-01,OP-108
S0805-00629,2026-08-05,周三,08:52,07-10 早高峰,儿科门诊采血窗口,门诊,血清,血液,1,09:14,09:18,09:49,正常,,31,09:51,10:41,109,120,否,前处理-B线,COAG-01,OP-104
S0805-00630,2026-08-05,周三,16:18,14-17,门诊采血中心,门诊,尿液,生化,5,16:36,16:40,16:46,正常,,6,16:48,17:43,85,120,否,前处理-手工台,BIO-01,OP-107
S0805-00631,2026-08-05,周三,10:45,10-12,门诊采血中心,门诊,血清,生化,9,10:54,10:56,11:04,正常,,8,11:11,11:41,56,120,否,前处理-A线,MICRO-01,OP-102
S0805-00632,2026-08-05,周三,08:17,07-10 早高峰,门诊采血中心,门诊,血清,微生物,5,08:35,08:36,08:50,正常,,14,08:57,12:00,223,120,是,前处理-手工台,HEM-01,OP-104
